0.3,1.0,3.0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
1.131709433030021,1.1578864523526478,1.229291698225229,0.07278046287264979,0.020513022257576865,0.036259228374337114,0.06855572299567864,0.12375923089287001,0.11723785088285858,0.07542570868688464,0.1157613799875951,0.12144677299714299,0.01651363153925308,0.04671381728599783,0.05643461374437198,0.11334574526327904,0.12185320441095408,0.10726954392333646,0.026899848036706885,0.03811050410942039,0.029610287077525225,0.09341580021910505,0.05800042818596975,0.03222540659217604,0.007163601852525817,0.0847492198166909,0.10777597611628825,0.10156129049960388,0.05160177057228062,0.0072359978353426415,0.06783457317012406,0.07411872589333474,0.00582663390811987
1.1273725676522586,1.1535157607527238,1.2248559532330898,0.07261098075684522,0.020465254075340326,0.03617479238011877,0.0683960789301531,0.1234710357444169,0.11696484191540016,0.07525006665068763,0.11549180924244767,0.12116396281384958,0.01647517664212242,0.04660503594168579,0.05630319581482754,0.1130817997486939,0.12156944778058926,0.10701974791286961,0.02683720700668129,0.038021757093862865,0.029541334313206307,0.0931982650888543,0.057865363981943876,0.032150364061854945,0.007146920144951738,0.08455186634406388,0.1075250007893375,0.10132478716178045,0.05148160676855275,0.00721914754098223,0.06767660842887627,0.07394612739657713,0.0058130655656857926
1.123057002376861,1.1491669586487765,1.2204422149445238,0.07244228614506362,0.020417707849476607,0.03609074872042383,0.0682371766558381,0.12318417970385567,0.11669310149276231,0.07507524074077897,0.11522349106631187,0.12088246671703677,0.01643690042689014,0.046496760053338027,0.056172388522858135,0.11281908066530827,0.12128700963440135,0.10677111258748291,0.026774857040187172,0.037933422444126036,0.029472701940092317,0.09298174074248125,0.057730927358022995,0.032075670219029524,0.0071303159494606454,0.08435542988060271,0.1072751916271983,0.10108938274421242,0.051362001309747614,0.0072023755420486495,0.06751937767580553,0.07377433088420539,0.005799560268984896
1.1187625154571994,1.1448398828126514,1.2160503264883387,0.07227437356128368,0.02037038203658047,0.036007094667098345,0.06807901101458286,0.122898653459509,0.11642262079393803,0.07490122528210828,0.11495641674927076,0.12060227556901716,0.01639880165106622,0.046388986106194526,0.05604218762230846,0.11255757948495822,0.12100588080412295,0.10652362987618742,0.02671279611327283,0.037845497292765484,0.0294043877302974,0.0927662201513563,0.0575971139502395,0.032001322639051644,0.0071137887270612335,0.08415990404975364,0.10702654052077765,0.10085506960540133,0.05124295031333429,0.007185681294103504,0.06736287580702055,0.07360333077950691,0.005786117579619699
1.1144889115429,1.1405343693730299,1.2116801651340552,0.07210723758013766,0.020323275107523298,0.035923827517223984,0.06792157689594985,0.12261444778583322,0.11615339107951532,0.07472801465211994,0.1146905776619748,0.12032338031662763,0.016360879083653777,0.046281710618007094,0.055912588906300485,0.11229728775836599,0.12072605220629379,0.10627729178265148,0.026651022220708274,0.037757978798860836,0.029336389476543823,0.09255169635186522,0.05746391943499283,0.03192731891970134,0.007097337943747911,0.08396528253394647,0.10677903943599223,0.10062184017453321,0.0511244499326956,0.0071690642577444934,0.06720709776584144,0.0734331215573541,0.005772737063247932
1.1102359576002443,1.1362502615549044,1.2073315626495935,0.0719408728263272,0.020276385547288407,0.03584094459282696,0.06776486923666454,0.1223315535424249,0.11588540369073595,0.07455560328014735,0.11442596525471249,0.1200457719902544,0.016323131505016478,0.0461749301386643,0.055783588206780345,0.11203819711423,0.12044751484128256,0.1060320903843395,0.026589533375769265,0.03767086414770988,0.029268704991924244,0.0923381624446592,0.05733133952858382,0.031853656680928134,0.007080963070443285,0.0837715590739143,0.10653268041290326,0.10038968695066317,0.05100649635671377,0.007152523898547324,0.06705203854225512,0.07326369774360939,0.005759418289535759
1.1060034831289713,1.1319874509284529,1.2030043664912937,0.07177527397404693,0.02022971185480862,0.03575844324059092,0.06760888302007241,0.12204996167304082,0.11561865004856721,0.07438398564681585,0.11416257105649381,0.11976944170287136,0.016285557706747774,0.046068641249821594,0.055655181394071544,0.11178029925832747,0.12017025979232202,0.10578801783166261,0.026528327610024317,0.03758415055052672,0.02920133210966726,0.09212561159391516,0.057199369986755434,0.03178033356459584,0.007064663582941442,0.08357872746802235,0.10628745556486303,0.10015860250191122,0.050889085809361904,0.007136059687008412,0.06689769317237818,0.07309505391453826,0.0057461608321116376
1.1017912775769554,1.1277457465511327,1.1986984343195215,0.07161043574641625,0.020183252542806108,0.03567632083157382,0.06745361327560374,0.12176966320463162,0.11535312165278638,0.07421315628345375,0.11390038667414623,0.1194943806490918,0.01624815649154199,0.045962840564536575,0.05552736437643424,0.11152358597262921,0.1198942782245575,0.10554506634714109,0.026467402973124655,0.037497835244144274,0.029134268682906216,0.0919140370266063,0.057068006604239926,0.03170734723423096,0.007048438961852009,0.0833867815716063,0.10604335707767339,0.09992857946466929,0.05077221454930104,0.00711967109848838,0.06674405673792719,0.0729271846962306,0.005732964268520831
1.0975991368694211,1.1235249950593014,1.1944136117517754,0.07144635291491873,0.020137006137634375,0.03559457476092864,0.06729905507824557,0.1214906492463886,0.11508881008107787,0.07404310977151131,0.11363940379142315,0.119220580104233,0.0162109266730671,0.04585752472690916,0.05540013309963063,0.1112680491144268,0.11961956138410844,0.10530322822457808,0.02640675753259704,0.037411915490720704,0.029067512584451113,0.09170343203178266,0.056937245214312045,0.03163469537477445,0.007032288692544984,0.08319571529631947,0.10580037720875564,0.09969961054281899,0.050655878869482675,0.007103357613156328,0.06659112436569625,0.07276008476402974,0.005719828180180521
1.0934268744696645,1.1193250653992657,1.190149768393303,0.07128302029884935,0.020090971179122476,0.035513202447628026,0.06714520354802098,0.12121291098880378,0.11482570698814268,0.07387384074198793,0.11337961416812466,0.11894803142339382,0.016173867075839315,0.045752690411726804,0.05527348354649627,0.11101368061547154,0.11934610059714282,0.10506249582824495,0.026346389373639437,0.03732638857744996,0.029001061706563736,0.09149378995986154,0.05680708168834856,0.031562375692337025,0.007016212265096318,0.08300552260948922,0.10555850828633197,0.09947168850696017,0.050540075096756884,0.007087118715934874,0.06643889122704183,0.07259374884196959,0.005706752152335562
