0.3,1.0,3.0,s1,s2
1.0151663476402093,1.0532652362011876,1.1526456877321052,1.4,0.6
1.0123852079510955,1.0505396868236665,1.1499513658642377,1.3980423491809828,0.5991610067918498
1.0096123015099603,1.0478228035104735,1.1472653397522563,1.3960901655695193,0.5983243566726512
1.0068476201865082,1.0451145694565889,1.1445875771001064,1.3941434262948207,0.5974900398406374
1.0040911206173613,1.0424149613771498,1.1419180382193097,1.3922021086134873,0.5966580465486373
1.0013427782258577,1.0397239463355736,1.1392567030317977,1.3902661899086213,0.5958283671036948
0.9986025536519163,1.0370415270152753,1.1366035536538228,1.3883356476889506,0.5950009918666932
0.9958704298528428,1.0343676697609108,1.1339585627703674,1.3864104595879556,0.594175911251981
0.9931463616982518,1.031702341159443,1.1313216810004096,1.3844906033630069,0.593353115727003
0.9904303630541523,1.0290455504663019,1.1286928875074849,1.382576056894508,0.592532595811932
0.9877224399033149,1.0263972728401112,1.126072148784694,1.3806667981850465,0.5917143420793056
0.9850225323039572,1.023757423309712,1.1234593974870262,1.3787628053585501,0.5908983451536644
0.9823306067442268,1.0211259956716916,1.1208546173752447,1.376864056659453,0.5900845957111942
0.9796466502341787,1.0185029600135609,1.118257806868018,1.3749705304518665,0.5892730844793713
0.9769706495928817,1.0158883220369832,1.1156689347963944,1.3730822052187561,0.5884638022366098
0.9743025853954296,1.0132820768392985,1.1130879606501318,1.3711990595611285,0.5876567398119122
0.9716424513828734,1.0106841538129547,1.1105148431855774,1.3693210721972215,0.5868518880845236
0.9689902414584519,1.0080945443145328,1.1079495093845808,1.367448221961704,0.5860492379835873
0.9663459368303973,1.0055132022470152,1.1053919363501599,1.365580487804878,0.5852487804878049
0.9637095212090311,1.00294009941727,1.1028421142285678,1.363717848791894,0.5844505066250975
0.961081002902961,1.0003752008380966,1.1003000171866986,1.3618602841019654,0.5836544074722708
0.9584603578706257,0.9978184887063587,1.0977655855673314,1.3600077730275943,0.5828604741546832
0.9558475645448401,0.9952699480901955,1.0952387952073572,1.3581602949738016,0.582068697845915
0.9532426406910927,0.9927295806386515,1.0927196347281667,1.3563178294573643,0.5812790697674418
0.9506455743588065,0.9901973401508828,1.0902080747095577,1.3544803561060577,0.5804915811883103
0.9480562833053406,0.9876732277477199,1.0877040764453314,1.352647854657905,0.5797062234248164
0.9454747988377794,0.9851571537211128,1.0852076182001855,1.3508203049604324,0.5789229878401853
0.9429011043670801,0.9826491090448871,1.0827186790782668,1.3489976869699305,0.578141865844256
0.940335157549257,0.9801490937105664,1.0802372178252533,1.3471799807507219,0.5773628488931666
0.9377769271381098,0.9776570883612105,1.0777632310622138,1.3453671664744329,0.5765859284890427
0.9352264529105405,0.9751730982564907,1.075296671228239,1.3435592244192742,0.575811096179689
0.9326837153063444,0.9726970754132214,1.07283748458244,1.341756134969325,0.5750383435582822
0.9301486971432962,0.9702289804864839,1.0703856727028098,1.3399578786138235,0.5742676622630672
0.9276214328035286,0.9677687535938015,1.0679412365353818,1.3381644359464628,0.5734990439770554
0.9251018692721739,0.9653163889909122,1.0655041275611834,1.3363757876646936,0.5727324804277257
0.9225900283740127,0.962871875085016,1.0630743064095178,1.3345919145690313,0.5719679633867276
0.9200858723165369,0.9604352029691587,1.060651720651019,1.3328127975623691,0.5712054846695868
0.9175893852780799,0.9580063657520966,1.0582363303421516,1.3310384176492964,0.5704450361354128
0.9151005804419837,0.9555853173411231,1.0558281488101344,1.3292687559354226,0.5696866096866097
0.9126194610982928,0.9531720690590418,1.0534271528116086,1.3275037936267071,0.5689301972685887
0.910146000760948,0.9507665814945212,1.0510333225909176,1.3257435120287935,0.5681757908694829
0.9076802030467489,0.9483687974838988,1.0486466104590917,1.3239878925463489,0.5674233825198638
0.9052221044838763,0.9459787609609074,1.0462669936126168,1.3222369166824106,0.5666729642924617
0.902771678272249,0.9435964218971278,1.0438944596856488,1.320490566037736,0.5659245283018868
0.9003288740363967,0.941221726166583,1.0415289528891618,1.3187488223101564,0.5651780667043528
