Weights,Validation MSE,Hidden Layers,Learning Rate,Batch Size,Epochs,Training Time (s),Rank
10,1.404e-02,1,0.1,128,10,2.1771695613861084,11
10,1.530e-02,1,0.01,128,10,1.8744866847991943,26
10,1.844e-02,1,0.001,128,10,1.9674869775772095,30
10,1.219e-01,1,0.0001,128,10,1.9817005395889282,182
10,5.465e-02,2,0.1,128,10,2.4818623661994934,96
10,5.431e-02,2,0.01,128,10,2.1382822394371033,89
10,4.193e-02,2,0.001,128,10,1.8797228932380676,70
10,6.507e-02,2,0.0001,128,10,2.2838921546936035,108
10,7.593e-02,3,0.1,128,10,2.380383312702179,114
10,7.593e-02,3,0.01,128,10,2.254719853401184,114
10,7.593e-02,3,0.001,128,10,2.3739007115364075,114
10,7.593e-02,3,0.0001,128,10,2.2928671836853027,114
10,4.757e-04,1,0.1,128,25,2.897500693798065,2
10,2.614e-03,1,0.01,128,25,3.382702887058258,8
10,1.478e-02,1,0.001,128,25,2.9648203253746033,22
10,1.233e-01,1,0.0001,128,25,3.0603153109550476,183
10,5.509e-02,2,0.1,128,25,3.403148651123047,98
10,4.193e-02,2,0.01,128,25,3.72852885723114,71
10,1.428e-02,2,0.001,128,25,3.7614392042160034,14
10,5.709e-02,2,0.0001,128,25,3.536541759967804,101
10,7.593e-02,3,0.1,128,25,3.828011453151703,114
10,7.593e-02,3,0.01,128,25,3.9798555970191956,114
10,7.593e-02,3,0.001,128,25,3.8539427518844604,114
10,7.593e-02,3,0.0001,128,25,3.9008169174194336,114
10,1.378e-02,1,0.1,128,50,5.188872456550598,10
10,2.804e-02,1,0.01,128,50,5.898972809314728,44
10,2.813e-02,1,0.001,128,50,5.622212886810303,47
10,4.735e-02,1,0.0001,128,50,5.232505261898041,73
10,5.481e-02,2,0.1,128,50,6.457728564739227,97
10,1.345e-02,2,0.01,128,50,6.196179151535034,9
10,2.752e-02,2,0.001,128,50,5.709978401660919,37
10,3.806e-02,2,0.0001,128,50,6.4679513573646545,54
10,7.593e-02,3,0.1,128,50,6.042588651180267,114
10,7.593e-02,3,0.01,128,50,6.429803371429443,114
10,7.593e-02,3,0.001,128,50,6.370212376117706,114
10,7.593e-02,3,0.0001,128,50,6.517070055007935,114
10,3.249e-04,1,0.1,128,100,9.089689373970032,1
10,1.437e-02,1,0.01,128,100,9.984047591686249,16
10,1.330e-03,1,0.001,128,100,8.85332202911377,4
10,2.866e-02,1,0.0001,128,100,10.202961802482605,50
10,5.435e-02,2,0.1,128,100,10.544797360897064,92
10,5.421e-02,2,0.01,128,100,10.906080901622772,85
10,5.412e-02,2,0.001,128,100,10.665225684642792,76
10,5.414e-02,2,0.0001,128,100,10.648769676685333,81
10,7.593e-02,3,0.1,128,100,11.064158916473389,114
10,7.593e-02,3,0.01,128,100,11.021024286746979,114
10,7.593e-02,3,0.001,128,100,11.327204763889313,114
10,7.593e-02,3,0.0001,128,100,10.896606266498566,114
10,2.853e-02,1,0.1,256,10,2.834169924259186,49
10,1.479e-02,1,0.01,256,10,2.3180500864982605,23
10,2.420e-02,1,0.001,256,10,1.8051728010177612,35
10,1.311e-01,1,0.0001,256,10,1.7021982073783875,185
10,5.439e-02,2,0.1,256,10,1.996160864830017,93
10,2.763e-02,2,0.01,256,10,2.0647279024124146,42
10,4.377e-02,2,0.001,256,10,1.7258840203285217,72
10,1.581e-01,2,0.0001,256,10,1.9694833755493164,186
10,7.593e-02,3,0.1,256,10,2.2125821113586426,130
10,7.593e-02,3,0.01,256,10,2.157229781150818,130
10,7.593e-02,3,0.001,256,10,1.8493040204048157,130
10,7.593e-02,3,0.0001,256,10,1.9654935598373413,130
10,9.747e-04,1,0.1,256,25,2.34697288274765,3
10,2.754e-02,1,0.01,256,25,2.3940972685813904,38
10,2.827e-02,1,0.001,256,25,2.2776585817337036,48
10,7.284e-02,1,0.0001,256,25,2.711747169494629,113
10,4.170e-02,2,0.1,256,25,2.8124775290489197,68
10,5.422e-02,2,0.01,256,25,2.543945550918579,86
10,4.104e-02,2,0.001,256,25,2.770091712474823,64
10,6.294e-02,2,0.0001,256,25,2.750642955303192,106
10,7.593e-02,3,0.1,256,25,2.6047832369804382,130
10,7.593e-02,3,0.01,256,25,2.8982484340667725,130
10,7.593e-02,3,0.001,256,25,2.9012404680252075,130
10,7.593e-02,3,0.0001,256,25,2.8982489109039307,130
10,1.433e-02,1,0.1,256,50,3.8369882106781006,15
10,1.590e-02,1,0.01,256,50,3.63826847076416,29
10,4.191e-02,1,0.001,256,50,3.8068183064460754,69
10,7.826e-02,1,0.0001,256,50,3.851947844028473,178
10,4.135e-02,2,0.1,256,50,3.732516884803772,65
10,2.659e-02,2,0.01,256,50,4.196526348590851,36
10,4.141e-02,2,0.001,256,50,4.240408957004547,66
10,5.074e-02,2,0.0001,256,50,3.823025643825531,74
10,7.593e-02,3,0.1,256,50,5.049993455410004,130
10,7.593e-02,3,0.01,256,50,4.965718924999237,130
10,7.593e-02,3,0.001,256,50,4.797169923782349,130
10,7.593e-02,3,0.0001,256,50,5.102353453636169,130
10,4.064e-02,1,0.1,256,100,6.57470029592514,57
10,1.410e-03,1,0.01,256,100,7.348347246646881,5
10,1.478e-02,1,0.001,256,100,6.80779230594635,21
10,2.014e-02,1,0.0001,256,100,7.114721179008484,32
10,5.433e-02,2,0.1,256,100,7.350590288639069,91
10,2.758e-02,2,0.01,256,100,7.589950621128082,39
10,5.412e-02,2,0.001,256,100,6.175483524799347,77
10,5.420e-02,2,0.0001,256,100,6.86987692117691,84
10,7.593e-02,3,0.1,256,100,7.6889355182647705,130
10,7.593e-02,3,0.01,256,100,7.03643012046814,130
10,7.593e-02,3,0.001,256,100,6.9120137095451355,130
10,7.593e-02,3,0.0001,256,100,6.280951380729675,130
10,2.804e-02,1,0.1,512,10,2.3611844778060913,45
10,2.512e-03,1,0.01,512,10,1.5917426347732544,7
10,6.735e-02,1,0.001,512,10,1.5520983934402466,109
10,1.255e-01,1,0.0001,512,10,1.3965144157409668,184
10,5.440e-02,2,0.1,512,10,1.5363904237747192,94
10,5.413e-02,2,0.01,512,10,1.584511160850525,79
10,8.915e-02,2,0.001,512,10,1.8166399598121643,179
10,7.259e-02,2,0.0001,512,10,1.9622523784637451,112
10,7.593e-02,3,0.1,512,10,1.704691767692566,146
10,7.593e-02,3,0.01,512,10,1.7485736012458801,146
10,7.593e-02,3,0.001,512,10,1.7169089913368225,146
10,7.593e-02,3,0.0001,512,10,1.7755009531974792,146
10,1.413e-02,1,0.1,512,25,1.710923433303833,12
10,1.476e-02,1,0.01,512,25,1.9186187982559204,19
10,2.127e-02,1,0.001,512,25,1.9091444611549377,33
10,4.250e-01,1,0.0001,512,25,1.926845908164978,191
10,5.423e-02,2,0.1,512,25,2.294612765312195,87
10,4.145e-02,2,0.01,512,25,2.01860111951828,67
10,5.909e-02,2,0.001,512,25,1.9934192299842834,102
10,6.831e-02,2,0.0001,512,25,2.1452630162239075,110
10,7.593e-02,3,0.1,512,25,2.1667043566703796,146
10,7.593e-02,3,0.01,512,25,2.196624457836151,146
10,7.593e-02,3,0.001,512,25,2.3923529982566833,146
10,7.593e-02,3,0.0001,512,25,2.4733856320381165,146
10,5.431e-02,1,0.1,512,50,2.2332770824432373,90
10,1.426e-02,1,0.01,512,50,2.4900904297828674,13
10,5.092e-02,1,0.001,512,50,2.5474368929862976,75
10,1.071e-01,1,0.0001,512,50,2.4905886054039,180
10,4.093e-02,2,0.1,512,50,2.566884398460388,61
10,4.084e-02,2,0.01,512,50,2.7970192432403564,59
10,5.413e-02,2,0.001,512,50,2.995238959789276,78
10,6.129e-02,2,0.0001,512,50,2.9767884612083435,104
10,7.593e-02,3,0.1,512,50,3.139602303504944,146
10,7.593e-02,3,0.01,512,50,3.1046959161758423,146
10,7.593e-02,3,0.001,512,50,2.848132371902466,146
10,7.593e-02,3,0.0001,512,50,2.8845351934432983,146
10,2.803e-02,1,0.1,512,100,3.7492217421531677,43
10,1.551e-03,1,0.01,512,100,3.7315197587013245,6
10,1.541e-02,1,0.001,512,100,4.051913261413574,27
10,2.225e-02,1,0.0001,512,100,4.262100696563721,34
10,5.442e-02,2,0.1,512,100,4.580250263214111,95
10,4.083e-02,2,0.01,512,100,4.369812786579132,58
10,2.761e-02,2,0.001,512,100,4.806144893169403,41
10,5.702e-02,2,0.0001,512,100,4.912610828876495,100
10,7.593e-02,3,0.1,512,100,4.841300904750824,146
10,7.593e-02,3,0.01,512,100,4.511933386325836,146
10,7.593e-02,3,0.001,512,100,4.5346221923828125,146
10,7.593e-02,3,0.0001,512,100,4.62463104724884,146
10,1.445e-02,1,0.1,1024,10,2.1609703302383423,17
10,1.952e-02,1,0.01,1024,10,1.260129451751709,31
10,3.186e-02,1,0.001,1024,10,1.187573254108429,51
10,1.860e-01,1,0.0001,1024,10,1.4087322354316711,187
10,5.427e-02,2,0.1,1024,10,1.3675922751426697,88
